County_FIPS,County,State,Hispanic-2022-inactivity %
39045,Fairfield County,Ohio,2.69
29215,Texas County,Missouri,2.69
17167,Sangamon County,Illinois,2.69
21075,Fulton County,Kentucky,2.7
21147,Mccreary County,Kentucky,2.7
1067,Henry County,Alabama,2.7
17033,Crawford County,Illinois,2.71
50025,Windham County,Vermont,2.72
47135,Perry County,Tennessee,2.72
33009,Grafton County,New Hampshire,2.72
22069,Natchitoches Parish,Louisiana,2.72
5135,Sharp County,Arkansas,2.72
55093,Pierce County,Wisconsin,2.73
47099,Lawrence County,Tennessee,2.73
21001,Adair County,Kentucky,2.73
28143,Tunica County,Mississippi,2.73
13281,Towns County,Georgia,2.73
17115,Macon County,Illinois,2.73
38001,Adams County,North Dakota,2.74
51037,Charlotte County,Virginia,2.74
38091,Steele County,North Dakota,2.74
51019,Bedford County,Virginia,2.75
21215,Spencer County,Kentucky,2.75
26097,Mackinac County,Michigan,2.75
27031,Cook County,Minnesota,2.75
55109,St. Croix County,Wisconsin,2.76
36043,Herkimer County,New York,2.76
29201,Scott County,Missouri,2.76
29133,Mississippi County,Missouri,2.76
28121,Rankin County,Mississippi,2.76
46117,Stanley County,South Dakota,2.77
47071,Hardin County,Tennessee,2.77
29141,Morgan County,Missouri,2.77
29123,Madison County,Missouri,2.77
51025,Brunswick County,Virginia,2.78
27095,Mille Lacs County,Minnesota,2.78
36033,Franklin County,New York,2.78
30105,Valley County,Montana,2.78
17179,Tazewell County,Illinois,2.78
21039,Carlisle County,Kentucky,2.78
5089,Marion County,Arkansas,2.78
30073,Pondera County,Montana,2.78
2290,Yukon-Koyukuk Census Area,Alaska,2.78
38075,Renville County,North Dakota,2.79
18083,Knox County,Indiana,2.79
27025,Chisago County,Minnesota,2.79
17153,Pulaski County,Illinois,2.79
26063,Huron County,Michigan,2.8
30045,Judith Basin County,Montana,2.8
22097,St. Landry Parish,Louisiana,2.8
26093,Livingston County,Michigan,2.8
21129,Lee County,Kentucky,2.8
1037,Coosa County,Alabama,2.8
31139,Pierce County,Nebraska,2.81
29171,Putnam County,Missouri,2.81
21139,Livingston County,Kentucky,2.81
45023,Chester County,South Carolina,2.82
29081,Harrison County,Missouri,2.82
29031,Cape Girardeau County,Missouri,2.82
27051,Grant County,Minnesota,2.82
29039,Cedar County,Missouri,2.82
47087,Jackson County,Tennessee,2.82
21217,Taylor County,Kentucky,2.82
5103,Ouachita County,Arkansas,2.82
26079,Kalkaska County,Michigan,2.83
13207,Monroe County,Georgia,2.84
55011,Buffalo County,Wisconsin,2.85
29113,Lincoln County,Missouri,2.85
18035,Delaware County,Indiana,2.85
5005,Baxter County,Arkansas,2.85
1079,Lawrence County,Alabama,2.85
46119,Sully County,South Dakota,2.86
47005,Benton County,Tennessee,2.86
37131,Northampton County,North Carolina,2.86
13191,Mcintosh County,Georgia,2.86
27057,Hubbard County,Minnesota,2.86
13251,Screven County,Georgia,2.86
1041,Crenshaw County,Alabama,2.86
45061,Lee County,South Carolina,2.87
31009,Blaine County,Nebraska,2.87
29229,Wright County,Missouri,2.87
21079,Garrard County,Kentucky,2.87
2188,Northwest Arctic Borough,Alaska,2.87
45009,Bamberg County,South Carolina,2.88
47085,Humphreys County,Tennessee,2.88
29063,Dekalb County,Missouri,2.88
29209,Stone County,Missouri,2.88
13009,Baldwin County,Georgia,2.89
21035,Calloway County,Kentucky,2.89
26059,Hillsdale County,Michigan,2.89
20141,Osborne County,Kansas,2.89
20003,Anderson County,Kansas,2.89
22107,Tensas Parish,Louisiana,2.89
29177,Ray County,Missouri,2.9
21199,Pulaski County,Kentucky,2.9
26069,Iosco County,Michigan,2.9
31159,Seward County,Nebraska,2.91
26107,Mecosta County,Michigan,2.91
13243,Randolph County,Georgia,2.91
51009,Amherst County,Virginia,2.92
55113,Sawyer County,Wisconsin,2.92
29003,Andrew County,Missouri,2.92
19059,Dickinson County,Iowa,2.92
29217,Vernon County,Missouri,2.92
13083,Dade County,Georgia,2.92
51063,Floyd County,Virginia,2.93
39159,Union County,Ohio,2.93
38055,Mclean County,North Dakota,2.93
30097,Sweet Grass County,Montana,2.93
1093,Marion County,Alabama,2.93
23021,Piscataquis County,Maine,2.93
19009,Audubon County,Iowa,2.93
5065,Izard County,Arkansas,2.93
36019,Clinton County,New York,2.94
37115,Madison County,North Carolina,2.94
17057,Fulton County,Illinois,2.94
13321,Worth County,Georgia,2.94
21151,Madison County,Kentucky,2.94
55035,Eau Claire County,Wisconsin,2.95
39097,Madison County,Ohio,2.95
22117,Washington Parish,Louisiana,2.95
29079,Grundy County,Missouri,2.95
17137,Morgan County,Illinois,2.95
13295,Walker County,Georgia,2.95
46079,Lake County,South Dakota,2.96
31117,Mcpherson County,Nebraska,2.96
29105,Laclede County,Missouri,2.96
19015,Boone County,Iowa,2.96
5095,Monroe County,Arkansas,2.96
19061,Dubuque County,Iowa,2.97
18169,Wabash County,Indiana,2.97
55103,Richland County,Wisconsin,2.98
18167,Vigo County,Indiana,2.98
19099,Jasper County,Iowa,2.98
29025,Caldwell County,Missouri,2.99
51081,Greensville County,Virginia,3
36031,Essex County,New York,3
45039,Fairfield County,South Carolina,3
29013,Bates County,Missouri,3
5025,Cleveland County,Arkansas,3
45011,Barnwell County,South Carolina,3.01
36115,Washington County,New York,3.01
21155,Marion County,Kentucky,3.01
17199,Williamson County,Illinois,3.01
19077,Guthrie County,Iowa,3.01
30075,Powder River County,Montana,3.01
47077,Henderson County,Tennessee,3.02
31163,Sherman County,Nebraska,3.02
21145,Mccracken County,Kentucky,3.02
13303,Washington County,Georgia,3.02
51580,Covington City,Virginia,3.03
29161,Phelps County,Missouri,3.03
19001,Adair County,Iowa,3.03
19117,Lucas County,Iowa,3.03
26099,Macomb County,Michigan,3.03
47079,Henry County,Tennessee,3.04
47029,Cocke County,Tennessee,3.04
29001,Adair County,Missouri,3.04
49029,Morgan County,Utah,3.05
51181,Surry County,Virginia,3.05
29083,Henry County,Missouri,3.05
18069,Huntington County,Indiana,3.05
18045,Fountain County,Indiana,3.05
5023,Cleburne County,Arkansas,3.05
46083,Lincoln County,South Dakota,3.06
30009,Carbon County,Montana,3.06
31091,Hooker County,Nebraska,3.06
27073,Lac Qui Parle County,Minnesota,3.06
47015,Cannon County,Tennessee,3.07
13167,Johnson County,Georgia,3.07
47019,Carter County,Tennessee,3.08
36113,Warren County,New York,3.08
21213,Simpson County,Kentucky,3.08
21029,Bullitt County,Kentucky,3.09
20195,Trego County,Kansas,3.09
51067,Franklin County,Virginia,3.1
29115,Linn County,Missouri,3.1
31077,Greeley County,Nebraska,3.1
23029,Washington County,Maine,3.1
21045,Casey County,Kentucky,3.1
19159,Ringgold County,Iowa,3.1
13025,Brantley County,Georgia,3.1
45089,Williamsburg County,South Carolina,3.11
45041,Florence County,South Carolina,3.11
38015,Burleigh County,North Dakota,3.11
13141,Hancock County,Georgia,3.11
1111,Randolph County,Alabama,3.11
13111,Fannin County,Georgia,3.11
2164,Lake and Peninsula Borough,Alaska,3.11
51143,Pittsylvania County,Virginia,3.12
36075,Oswego County,New York,3.12
19037,Chickasaw County,Iowa,3.12
47101,Lewis County,Tennessee,3.13
21173,Montgomery County,Kentucky,3.13
51101,King William County,Virginia,3.14
20183,Smith County,Kansas,3.14
33017,Strafford County,New Hampshire,3.14
47027,Clay County,Tennessee,3.15
47167,Tipton County,Tennessee,3.15
47083,Houston County,Tennessee,3.15
19029,Cass County,Iowa,3.15
17081,Jefferson County,Illinois,3.15
13199,Meriwether County,Georgia,3.15
39041,Delaware County,Ohio,3.16
13289,Twiggs County,Georgia,3.16
19065,Fayette County,Iowa,3.16
47097,Lauderdale County,Tennessee,3.17
42093,Montour County,Pennsylvania,3.17
26155,Shiawassee County,Michigan,3.17
27115,Pine County,Minnesota,3.17
28081,Lee County,Mississippi,3.18
1051,Elmore County,Alabama,3.18
1027,Clay County,Alabama,3.18
1007,Bibb County,Alabama,3.18
17029,Coles County,Illinois,3.18
51115,Mathews County,Virginia,3.19
51620,Franklin City,Virginia,3.19
47185,White County,Tennessee,3.19
38051,Mcintosh County,North Dakota,3.19
30015,Chouteau County,Montana,3.19
39101,Marion County,Ohio,3.19
29167,Polk County,Missouri,3.19
17131,Mercer County,Illinois,3.19
1097,Mobile County,Alabama,3.19
5035,Crittenden County,Arkansas,3.19
13175,Laurens County,Georgia,3.19
1077,Lauderdale County,Alabama,3.19
28089,Madison County,Mississippi,3.2
28083,Leflore County,Mississippi,3.2
21101,Henderson County,Kentucky,3.2
18079,Jennings County,Indiana,3.2
20107,Linn County,Kansas,3.2
47023,Chester County,Tennessee,3.21
47095,Lake County,Tennessee,3.21
28073,Lamar County,Mississippi,3.21
21171,Monroe County,Kentucky,3.21
18033,Dekalb County,Indiana,3.22
17109,Mcdonough County,Illinois,3.22
13269,Taylor County,Georgia,3.22
5027,Columbia County,Arkansas,3.22
55073,Marathon County,Wisconsin,3.23
29035,Carter County,Missouri,3.23
17039,De Witt County,Illinois,3.23
55005,Barron County,Wisconsin,3.24
47183,Weakley County,Tennessee,3.24
36023,Cortland County,New York,3.24
47081,Hickman County,Tennessee,3.24
31127,Nemaha County,Nebraska,3.24
38017,Cass County,North Dakota,3.24
22003,Allen Parish,Louisiana,3.24
1127,Walker County,Alabama,3.24
51119,Middlesex County,Virginia,3.25
30071,Phillips County,Montana,3.25
29051,Cole County,Missouri,3.25
17185,Wabash County,Illinois,3.25
26055,Grand Traverse County,Michigan,3.25
47017,Carroll County,Tennessee,3.26
31177,Washington County,Nebraska,3.26
38093,Stutsman County,North Dakota,3.26
29189,St. Louis County,Missouri,3.27
46077,Kingsbury County,South Dakota,3.27
30043,Jefferson County,Montana,3.27
21081,Grant County,Kentucky,3.27
5009,Boone County,Arkansas,3.27
46075,Jones County,South Dakota,3.28
31169,Thayer County,Nebraska,3.28
42027,Centre County,Pennsylvania,3.29
1091,Marengo County,Alabama,3.29
20043,Doniphan County,Kansas,3.29
13171,Lamar County,Georgia,3.29
51117,Mecklenburg County,Virginia,3.3
46009,Bon Homme County,South Dakota,3.3
39175,Wyandot County,Ohio,3.3
21123,Larue County,Kentucky,3.3
18077,Jefferson County,Indiana,3.3
19071,Fremont County,Iowa,3.3
45043,Georgetown County,South Carolina,3.31
39057,Greene County,Ohio,3.31
22017,Caddo Parish,Louisiana,3.31
19175,Union County,Iowa,3.31
19027,Carroll County,Iowa,3.31
13095,Dougherty County,Georgia,3.31
18163,Vanderburgh County,Indiana,3.31
13319,Wilkinson County,Georgia,3.31
55115,Shawano County,Wisconsin,3.32
20117,Marshall County,Kansas,3.32
46027,Clay County,South Dakota,3.33
36011,Cayuga County,New York,3.33
22061,Lincoln Parish,Louisiana,3.33
51141,Patrick County,Virginia,3.34
38013,Burke County,North Dakota,3.34
27141,Sherburne County,Minnesota,3.34
1035,Conecuh County,Alabama,3.34
47053,Gibson County,Tennessee,3.35
31093,Howard County,Nebraska,3.35
26111,Midland County,Michigan,3.35
51031,Campbell County,Virginia,3.36
27157,Wabasha County,Minnesota,3.36
27009,Benton County,Minnesota,3.36
46115,Spink County,South Dakota,3.37
30007,Broadwater County,Montana,3.37
18159,Tipton County,Indiana,3.37
19119,Lyon County,Iowa,3.37
5129,Searcy County,Arkansas,3.37
5055,Greene County,Arkansas,3.37
22035,East Carroll Parish,Louisiana,3.38
21223,Trimble County,Kentucky,3.38
22081,Red River Parish,Louisiana,3.38
26113,Missaukee County,Michigan,3.38
20011,Bourbon County,Kansas,3.38
18059,Hancock County,Indiana,3.38
20207,Woodson County,Kansas,3.38
1001,Autauga County,Alabama,3.38
51049,Cumberland County,Virginia,3.39
39165,Warren County,Ohio,3.39
29155,Pemiscot County,Missouri,3.39
22065,Madison Parish,Louisiana,3.39
55057,Juneau County,Wisconsin,3.4
29129,Mercer County,Missouri,3.4
28039,George County,Mississippi,3.4
29029,Camden County,Missouri,3.4
21021,Boyle County,Kentucky,3.4
17145,Perry County,Illinois,3.4
5053,Grant County,Arkansas,3.4
28035,Forrest County,Mississippi,3.41
31061,Franklin County,Nebraska,3.41
17123,Marshall County,Illinois,3.42
19053,Decatur County,Iowa,3.42
12059,Holmes County,Florida,3.43
13023,Bleckley County,Georgia,3.43
21167,Mercer County,Kentucky,3.43
31067,Gage County,Nebraska,3.44
27169,Winona County,Minnesota,3.44
18177,Wayne County,Indiana,3.44
36121,Wyoming County,New York,3.44
28009,Benton County,Mississippi,3.44
38071,Ramsey County,North Dakota,3.44
51750,Radford City,Virginia,3.45
22099,St. Martin Parish,Louisiana,3.45
20005,Atchison County,Kansas,3.45
22077,Pointe Coupee Parish,Louisiana,3.45
1133,Winston County,Alabama,3.45
45027,Clarendon County,South Carolina,3.46
45033,Dillon County,South Carolina,3.46
27133,Rock County,Minnesota,3.46
22001,Acadia Parish,Louisiana,3.46
13211,Morgan County,Georgia,3.46
5067,Jackson County,Arkansas,3.46
55061,Kewaunee County,Wisconsin,3.47
47059,Greene County,Tennessee,3.47
47035,Cumberland County,Tennessee,3.47
30077,Powell County,Montana,3.47
18147,Spencer County,Indiana,3.47
20143,Ottawa County,Kansas,3.47
5083,Logan County,Arkansas,3.47
47159,Smith County,Tennessee,3.48
30109,Wibaux County,Montana,3.48
1071,Jackson County,Alabama,3.48
22007,Assumption Parish,Louisiana,3.48
55003,Ashland County,Wisconsin,3.49
37083,Halifax County,North Carolina,3.49
5077,Lee County,Arkansas,3.5
13283,Treutlen County,Georgia,3.5
19195,Worth County,Iowa,3.51
21141,Logan County,Kentucky,3.51
51075,Goochland County,Virginia,3.51
20021,Cherokee County,Kansas,3.52
29011,Barton County,Missouri,3.52
1033,Colbert County,Alabama,3.52
22031,De Soto Parish,Louisiana,3.52
13273,Terrell County,Georgia,3.52
56011,Crook County,Wyoming,3.53
46015,Brule County,South Dakota,3.53
37175,Transylvania County,North Carolina,3.53
38081,Sargent County,North Dakota,3.53
20087,Jefferson County,Kansas,3.53
13201,Miller County,Georgia,3.53
47047,Fayette County,Tennessee,3.54
36015,Chemung County,New York,3.54
13253,Seminole County,Georgia,3.54
17027,Clinton County,Illinois,3.54
17127,Massac County,Illinois,3.55
17085,Jo Daviess County,Illinois,3.55
13189,Mcduffie County,Georgia,3.55
19165,Shelby County,Iowa,3.55
29107,Lafayette County,Missouri,3.56
19073,Greene County,Iowa,3.56
2070,Dillingham Census Area,Alaska,3.56
47007,Bledsoe County,Tennessee,3.57
21059,Daviess County,Kentucky,3.57
21049,Clark County,Kentucky,3.57
17157,Randolph County,Illinois,3.57
28109,Pearl River County,Mississippi,3.58
30067,Park County,Montana,3.58
13263,Talbot County,Georgia,3.58
29007,Audrain County,Missouri,3.58
22047,Iberville Parish,Louisiana,3.58
13177,Lee County,Georgia,3.58
45069,Marlboro County,South Carolina,3.59
22121,West Baton Rouge Parish,Louisiana,3.59
1017,Chambers County,Alabama,3.59
13149,Heard County,Georgia,3.59
55089,Ozaukee County,Wisconsin,3.6
45005,Allendale County,South Carolina,3.6
40091,Mcintosh County,Oklahoma,3.6
51530,Buena Vista City,Virginia,3.6
30035,Glacier County,Montana,3.6
37143,Perquimans County,North Carolina,3.6
45067,Marion County,South Carolina,3.61
55141,Wood County,Wisconsin,3.61
46065,Hughes County,South Dakota,3.61
19045,Clinton County,Iowa,3.61
51085,Hanover County,Virginia,3.62
55131,Washington County,Wisconsin,3.62
28137,Tate County,Mississippi,3.62
27171,Wright County,Minnesota,3.62
38095,Towner County,North Dakota,3.63
30029,Flathead County,Montana,3.63
21183,Ohio County,Kentucky,3.63
5141,Van Buren County,Arkansas,3.63
13311,White County,Georgia,3.63
46039,Deuel County,South Dakota,3.65
51678,Lexington City,Virginia,3.66
55135,Waupaca County,Wisconsin,3.66
28141,Tishomingo County,Mississippi,3.66
18179,Wells County,Indiana,3.66
30061,Mineral County,Montana,3.66
30053,Lincoln County,Montana,3.67
13227,Pickens County,Georgia,3.67
18075,Jay County,Indiana,3.67
51121,Montgomery County,Virginia,3.68
55045,Green County,Wisconsin,3.68
47055,Giles County,Tennessee,3.68
19181,Warren County,Iowa,3.68
38077,Richland County,North Dakota,3.69
30005,Blaine County,Montana,3.69
20139,Osage County,Kansas,3.69
19147,Palo Alto County,Iowa,3.69
20123,Mitchell County,Kansas,3.69
13033,Burke County,Georgia,3.69
44001,Bristol County,Rhode Island,3.7
31011,Boone County,Nebraska,3.7
21053,Clinton County,Kentucky,3.7
20147,Phillips County,Kansas,3.7
47161,Stewart County,Tennessee,3.71
47169,Trousdale County,Tennessee,3.71
39113,Montgomery County,Ohio,3.71
31129,Nuckolls County,Nebraska,3.71
25001,Barnstable County,Massachusetts,3.71
25007,Dukes County,Massachusetts,3.72
36037,Genesee County,New York,3.72
21231,Wayne County,Kentucky,3.72
26101,Manistee County,Michigan,3.72
47057,Grainger County,Tennessee,3.73
31087,Hitchcock County,Nebraska,3.73
46097,Miner County,South Dakota,3.73
29043,Christian County,Missouri,3.73
26015,Barry County,Michigan,3.73
39003,Allen County,Ohio,3.74
31107,Knox County,Nebraska,3.74
5105,Perry County,Arkansas,3.75
36091,Saratoga County,New York,3.76
26085,Lake County,Michigan,3.76
29183,St. Charles County,Missouri,3.76
30021,Dawson County,Montana,3.77
30017,Custer County,Montana,3.77
27049,Goodhue County,Minnesota,3.77
30089,Sanders County,Montana,3.77
22079,Rapides Parish,Louisiana,3.77
17107,Logan County,Illinois,3.77
28003,Alcorn County,Mississippi,3.78
20027,Clay County,Kansas,3.78
12003,Baker County,Florida,3.78
55053,Jackson County,Wisconsin,3.79
51735,Poquoson City,Virginia,3.79
33015,Rockingham County,New Hampshire,3.79
16059,Lemhi County,Idaho,3.79
21117,Kenton County,Kentucky,3.79
44009,Washington County,Rhode Island,3.8
26147,St. Clair County,Michigan,3.8
19101,Jefferson County,Iowa,3.8
18103,Miami County,Indiana,3.81
5111,Poinsett County,Arkansas,3.81
51007,Amelia County,Virginia,3.82
31183,Wheeler County,Nebraska,3.82
19113,Linn County,Iowa,3.82
30085,Roosevelt County,Montana,3.82
21009,Barren County,Kentucky,3.82
19145,Page County,Iowa,3.82
18131,Pulaski County,Indiana,3.82
19095,Iowa County,Iowa,3.82
46029,Codington County,South Dakota,3.83
47001,Anderson County,Tennessee,3.83
19111,Lee County,Iowa,3.83
51113,Madison County,Virginia,3.84
31063,Frontier County,Nebraska,3.84
29019,Boone County,Missouri,3.84
39157,Tuscarawas County,Ohio,3.84
46021,Campbell County,South Dakota,3.85
31175,Valley County,Nebraska,3.85
31041,Custer County,Nebraska,3.85
18011,Boone County,Indiana,3.85
30063,Missoula County,Montana,3.86
36063,Niagara County,New York,3.86
19157,Poweshiek County,Iowa,3.87
27111,Otter Tail County,Minnesota,3.87
51097,King And Queen County,Virginia,3.87
51015,Augusta County,Virginia,3.88
24047,Worcester County,Maryland,3.89
17005,Bond County,Illinois,3.89
55029,Door County,Wisconsin,3.9
29219,Warren County,Missouri,3.9
47039,Decatur County,Tennessee,3.9
1069,Houston County,Alabama,3.9
5059,Hot Spring County,Arkansas,3.9
20063,Gove County,Kansas,3.9
13047,Catoosa County,Georgia,3.91
46081,Lawrence County,South Dakota,3.92
21159,Martin County,Kentucky,3.92
37041,Chowan County,North Carolina,3.92
16049,Idaho County,Idaho,3.92
51161,Roanoke County,Virginia,3.93
55097,Portage County,Wisconsin,3.93
21207,Russell County,Kentucky,3.93
17119,Madison County,Illinois,3.93
42037,Columbia County,Pennsylvania,3.94
31125,Nance County,Nebraska,3.94
31021,Burt County,Nebraska,3.94
22021,Caldwell Parish,Louisiana,3.94
21103,Henry County,Kentucky,3.94
30049,Lewis And Clark County,Montana,3.95
20031,Coffey County,Kansas,3.95
46095,Mellette County,South Dakota,3.96
37165,Scotland County,North Carolina,3.96
30091,Sheridan County,Montana,3.96
47051,Franklin County,Tennessee,3.97
37039,Cherokee County,North Carolina,3.97
13291,Union County,Georgia,3.97
47045,Dyer County,Tennessee,3.99
26117,Montcalm County,Michigan,3.99
39023,Clark County,Ohio,4
26075,Jackson County,Michigan,4
26157,Tuscola County,Michigan,4
26049,Genesee County,Michigan,4
2275,Wrangell City and Borough,Alaska,4.01
5047,Franklin County,Arkansas,4.02
51183,Sussex County,Virginia,4.03
30023,Deer Lodge County,Montana,4.03
20121,Miami County,Kansas,4.03
38067,Pembina County,North Dakota,4.04
13035,Butts County,Georgia,4.04
19057,Des Moines County,Iowa,4.04
55021,Columbia County,Wisconsin,4.05
40081,Lincoln County,Oklahoma,4.05
1101,Montgomery County,Alabama,4.05
30041,Hill County,Montana,4.05
31003,Antelope County,Nebraska,4.05
36095,Schoharie County,New York,4.05
5001,Arkansas County,Arkansas,4.05
1081,Lee County,Alabama,4.05
51147,Prince Edward County,Virginia,4.06
18081,Johnson County,Indiana,4.06
28045,Hancock County,Mississippi,4.06
17101,Lawrence County,Illinois,4.06
37189,Watauga County,North Carolina,4.07
31059,Fillmore County,Nebraska,4.07
39061,Hamilton County,Ohio,4.07
28029,Copiah County,Mississippi,4.07
18043,Floyd County,Indiana,4.07
47089,Jefferson County,Tennessee,4.08
21073,Franklin County,Kentucky,4.08
22113,Vermilion Parish,Louisiana,4.08
13079,Crawford County,Georgia,4.08
37169,Stokes County,North Carolina,4.09
27167,Wilkin County,Minnesota,4.09
20115,Marion County,Kansas,4.09
18067,Howard County,Indiana,4.09
19169,Story County,Iowa,4.09
51720,Norton City,Virginia,4.1
28053,Humphreys County,Mississippi,4.1
38063,Nelson County,North Dakota,4.11
5091,Miller County,Arkansas,4.11
2185,North Slope Borough,Alaska,4.11
46013,Brown County,South Dakota,4.12
47103,Lincoln County,Tennessee,4.12
55077,Marquette County,Wisconsin,4.12
36099,Seneca County,New York,4.12
46023,Charles Mix County,South Dakota,4.12
27145,Stearns County,Minnesota,4.12
18105,Monroe County,Indiana,4.12
19129,Mills County,Iowa,4.12
13275,Thomas County,Georgia,4.12
39161,Van Wert County,Ohio,4.13
27125,Red Lake County,Minnesota,4.13
36051,Livingston County,New York,4.13
20205,Wilson County,Kansas,4.13
5073,Lafayette County,Arkansas,4.13
37043,Clay County,North Carolina,4.14
13021,Bibb County,Georgia,4.14
53043,Lincoln County,Washington,4.15
51053,Dinwiddie County,Virginia,4.15
41063,Wallowa County,Oregon,4.15
22011,Beauregard Parish,Louisiana,4.15
1125,Tuscaloosa County,Alabama,4.15
37075,Graham County,North Carolina,4.16
31005,Arthur County,Nebraska,4.16
21031,Butler County,Kentucky,4.16
51109,Louisa County,Virginia,4.17
38097,Traill County,North Dakota,4.17
20029,Cloud County,Kansas,4.17
20105,Lincoln County,Kansas,4.17
21113,Jessamine County,Kentucky,4.18
22059,Lasalle Parish,Louisiana,4.18
12123,Taylor County,Florida,4.18
2100,Haines Borough,Alaska,4.18
47179,Washington County,Tennessee,4.19
13163,Jefferson County,Georgia,4.19
21163,Meade County,Kentucky,4.19
5043,Drew County,Arkansas,4.19
16017,Bonner County,Idaho,4.19
40097,Mayes County,Oklahoma,4.21
38023,Divide County,North Dakota,4.21
47021,Cheatham County,Tennessee,4.22
13285,Troup County,Georgia,4.22
46047,Fall River County,South Dakota,4.23
13147,Hart County,Georgia,4.23
19067,Floyd County,Iowa,4.24
46121,Todd County,South Dakota,4.25
21185,Oldham County,Kentucky,4.25
19109,Kossuth County,Iowa,4.25
51133,Northumberland County,Virginia,4.26
51077,Grayson County,Virginia,4.26
31025,Cass County,Nebraska,4.27
31081,Hamilton County,Nebraska,4.27
21229,Washington County,Kentucky,4.27
30081,Ravalli County,Montana,4.27
20001,Allen County,Kansas,4.27
51775,Salem City,Virginia,4.28
40117,Pawnee County,Oklahoma,4.28
26115,Monroe County,Michigan,4.28
19161,Sac County,Iowa,4.28
5139,Union County,Arkansas,4.28
47009,Blount County,Tennessee,4.29
24039,Somerset County,Maryland,4.29
30065,Musselshell County,Montana,4.29
5081,Little River County,Arkansas,4.29
51127,New Kent County,Virginia,4.3
46035,Davison County,South Dakota,4.3
37029,Camden County,North Carolina,4.3
36035,Fulton County,New York,4.3
27127,Redwood County,Minnesota,4.3
41023,Grant County,Oregon,4.31
13091,Dodge County,Georgia,4.31
46109,Roberts County,South Dakota,4.32
42067,Juniata County,Pennsylvania,4.32
18151,Steuben County,Indiana,4.32
19137,Montgomery County,Iowa,4.33
19093,Ida County,Iowa,4.33
20073,Greenwood County,Kansas,4.34
26151,Sanilac County,Michigan,4.34
38073,Ransom County,North Dakota,4.34
46011,Brookings County,South Dakota,4.35
1015,Calhoun County,Alabama,4.35
53065,Stevens County,Washington,4.36
40105,Nowata County,Oklahoma,4.37
27013,Blue Earth County,Minnesota,4.37
13159,Jasper County,Georgia,4.38
16079,Shoshone County,Idaho,4.38
51790,Staunton City,Virginia,4.39
46085,Lyman County,South Dakota,4.39
26027,Cass County,Michigan,4.39
1073,Jefferson County,Alabama,4.4
45029,Colleton County,South Carolina,4.41
45017,Calhoun County,South Carolina,4.41
17087,Johnson County,Illinois,4.41
13081,Crisp County,Georgia,4.41
30019,Daniels County,Montana,4.42
22019,Calcasieu Parish,Louisiana,4.42
19041,Clay County,Iowa,4.42
13235,Pulaski County,Georgia,4.42
16007,Bear Lake County,Idaho,4.43
27093,Meeker County,Minnesota,4.44
38027,Eddy County,North Dakota,4.45
30101,Toole County,Montana,4.45
13257,Stephens County,Georgia,4.45
38087,Slope County,North Dakota,4.46
37117,Martin County,North Carolina,4.46
36077,Otsego County,New York,4.46
22123,West Carroll Parish,Louisiana,4.46
48351,Newton County,Texas,4.47
31171,Thomas County,Nebraska,4.47
47153,Sequatchie County,Tennessee,4.48
29077,Greene County,Missouri,4.48
18135,Randolph County,Indiana,4.48
12045,Gulf County,Florida,4.48
22045,Iberia Parish,Louisiana,4.49
20095,Kingman County,Kansas,4.49
40041,Delaware County,Oklahoma,4.5
51073,Gloucester County,Virginia,4.51
12129,Wakulla County,Florida,4.51
31115,Loup County,Nebraska,4.51
29510,St. Louis City,Missouri,4.51
18087,Lagrange County,Indiana,4.51
47075,Haywood County,Tennessee,4.52
30079,Prairie County,Montana,4.52
45085,Sumter County,South Carolina,4.53
54031,Hardy County,West Virginia,4.54
53031,Jefferson County,Washington,4.54
30093,Silver Bow County,Montana,4.54
45077,Pickens County,South Carolina,4.55
30037,Golden Valley County,Montana,4.55
13155,Irwin County,Georgia,4.55
26089,Leelanau County,Michigan,4.55
40005,Atoka County,Oklahoma,4.56
16071,Oneida County,Idaho,4.56
22023,Cameron Parish,Louisiana,4.57
30031,Gallatin County,Montana,4.57
27063,Jackson County,Minnesota,4.58
22085,Sabine Parish,Louisiana,4.58
2198,Prince of Wales-Hyder Census Area,Alaska,4.58
45007,Anderson County,South Carolina,4.59
20049,Elk County,Kansas,4.59
5039,Dallas County,Arkansas,4.59
37185,Warren County,North Carolina,4.6
20065,Graham County,Kansas,4.6
13031,Bulloch County,Georgia,4.6
47043,Dickson County,Tennessee,4.61
27019,Carver County,Minnesota,4.61
38059,Morton County,North Dakota,4.62
30095,Stillwater County,Montana,4.62
55065,Lafayette County,Wisconsin,4.63
46025,Clark County,South Dakota,4.63
24013,Carroll County,Maryland,4.63
16035,Clearwater County,Idaho,4.63
51093,Isle Of Wight County,Virginia,4.64
46111,Sanborn County,South Dakota,4.64
47113,Madison County,Tennessee,4.64
46071,Jackson County,South Dakota,4.64
40103,Noble County,Oklahoma,4.64
2122,Kenai Peninsula Borough,Alaska,4.64
37045,Cleveland County,North Carolina,4.65
20167,Russell County,Kansas,4.65
51035,Carroll County,Virginia,4.66
56017,Hot Springs County,Wyoming,4.66
37031,Carteret County,North Carolina,4.66
22057,Lafourche Parish,Louisiana,4.66
46019,Butte County,South Dakota,4.67
42045,Delaware County,Pennsylvania,4.67
12029,Dixie County,Florida,4.67
40127,Pushmataha County,Oklahoma,4.68
